ID,FAMID,IDSC,IDSEX,IDAB,IDFAMAB,IDFAMSEX,INELIG,ETHNIC,Z_SES_2,ED_DEG_F3,ED_YRS_F3,POLITIC_F3,AGE_F3,AUTH_TOT_F3,EGALIT_F3,GSS_SOC_F3,GSS_ECON_F3,RETRIB_F3,RELIG_F3,ICAR_F3,ED_DEG_M,ED_YRS_M,POLITIC_M,AGE_M_F3,AUTH_TOT_M,EGALIT_M,GSS_SOC_M,GSS_ECON_M,RETRIB_M,RELIG_M_F3,ICAR_M,RELIG_D_IN,ED_DEG_D,ED_YRS_D,POLITIC_D,AGE_D_F3,AUTH_TOT_D,EGALIT_D,GSS_SOC_D,GSS_ECON_D,RETRIB_D,RELIG_D_F3,ICAR_D,Composite_M,Composite_D,Composite
8795707,87957,7,1,1,1,4,NA,2,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,17,4,64.46,2.75,4,3.45,4.5,2.4,29,9,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.90573525,NA,NA
8795805,87958,5,2,1,1,4,NA,2,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8795807,87958,7,1,1,1,4,NA,2,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8796100,87961,0,2,2,2,2,NA,1,0.11,5,16,2,31.07,3.67,3.38,2.82,3.17,3.2,31,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.03289472
8796102,87961,2,2,2,2,2,NA,1,0.11,2,14,1,29.06,3.67,2.5,2.64,2.67,2.8,33,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.72705261
8798804,87988,4,2,2,2,4,NA,1,-0.85,5,16,5,31.09,1.83,4.75,3.91,4.67,2.8,19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.05797857
8798806,87988,6,1,2,2,4,NA,1,-0.85,2,14,5,28.83,1.5,2.88,4.82,4.17,3.4,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.38247841
8799004,87990,4,2,2,2,4,NA,1,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8799006,87990,6,1,2,2,4,NA,1,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8799204,87992,4,2,2,2,4,NA,1,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8799206,87992,6,1,2,2,4,NA,1,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8799304,87993,4,2,2,2,4,NA,1,-0.69,4,14,4,31.42,3.33,3.38,4.09,4.17,4.8,3,14,3,14,4,68.41,3.17,3.13,2.55,3.67,3.6,12,7,14,5,16,4,60.22,3.42,3.38,3.18,4.17,3.2,17,5,48.94945443,54.28638362,54.28834044
8799306,87993,6,1,2,2,4,NA,1,-0.69,5,16,4,29.33,2.42,5,4,4.83,2.2,32,14,3,14,4,68.41,3.17,3.13,2.55,3.67,3.6,12,7,14,5,16,4,60.22,3.42,3.38,3.18,4.17,3.2,17,5,48.94945443,54.28638362,71.57520413
8799604,87996,4,2,2,2,4,NA,1,0.43,5,16,4,30.82,1.58,4.25,4,4.5,4,25,9,6,18,5,62.99,1.75,4,4.09,4.17,2.2,20,8,23,6,18,5,63.73,1.75,4,4.45,3.83,2.6,9,9,83.7069358,82.34529638,64.8910892
8799606,87996,6,1,2,2,4,NA,1,0.43,6,18,4,28.86,1.92,4.38,3.91,5,2.6,14,8,6,18,5,62.99,1.75,4,4.09,4.17,2.2,20,8,23,6,18,5,63.73,1.75,4,4.45,3.83,2.6,9,9,83.7069358,82.34529638,77.00226257
8799704,87997,4,2,2,2,4,NA,1,1.12,5,17,4,31.64,3.08,3,3,3.33,3.4,4,10,5,16,4,58.3,2.08,4.63,3.55,4.17,3.4,7,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.86326338,NA,51.01863169
8799706,87997,6,1,2,2,4,NA,1,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,4,58.3,2.08,4.63,3.55,4.17,3.4,7,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.86326338,NA,NA
8860101,88601,1,1,1,1,1,NA,2,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,5,64.96,1.67,4.25,3.91,3.83,2.4,23,12,11,6,18,4,68.16,2.08,4.75,4,4,4.2,18,13,80.18162116,67.01403835,NA
8860103,88601,3,1,1,1,1,NA,2,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,5,64.96,1.67,4.25,3.91,3.83,2.4,23,12,11,6,18,4,68.16,2.08,4.75,4,4,4.2,18,13,80.18162116,67.01403835,NA
8860201,88602,1,1,1,1,1,NA,1,NA,2,12,3,31.34,2.92,3.38,3.09,3.17,4,7,4,2,12,3,67.81,3.33,3.38,2.27,3.33,3.4,30,6,27,4,14,2,68.1,3,3.38,3.09,3,2.8,31,10,36.34919316,41.80794038,45.64092859
8860203,88602,3,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,3,67.81,3.33,3.38,2.27,3.33,3.4,30,6,27,4,14,2,68.1,3,3.38,3.09,3,2.8,31,10,36.34919316,41.80794038,NA
8860301,88603,1,1,1,1,1,NA,2,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8860303,88603,3,1,1,1,1,NA,2,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8860401,88604,1,1,1,3,1,NA,2,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,4,64.33,2.25,3.5,4,4.17,2.4,6,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.23137094,NA,NA
8860402,88604,2,1,2,3,1,NA,1,1.37,5,16,3,29.08,2.75,2.88,3.55,3.33,3.2,9,11,6,18,4,64.33,2.25,3.5,4,4.17,2.4,6,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.23137094,NA,51.22201945
8860601,88606,1,1,1,1,1,NA,2,0.94,5,16,4,30.07,1.42,4.75,4,5,1.6,3,14,5,16,4,65.87,2.25,3.75,3.82,4,2.8,15,15,1,6,18,5,65.61,2.17,4.63,3.91,4.33,2,2,13,71.34876756,88.35277092,91.72664145
8860603,88606,3,1,1,1,1,NA,2,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,4,65.87,2.25,3.75,3.82,4,2.8,15,15,1,6,18,5,65.61,2.17,4.63,3.91,4.33,2,2,13,71.34876756,88.35277092,NA
8860701,88607,1,1,1,1,1,NA,2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,19,4,58.51,2.67,3.75,3.09,3.33,2.6,19,10,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.51103841,NA,NA
8860703,88607,3,1,1,1,1,NA,2,0.4,5,18,5,26.94,1.83,4.88,4.27,5,3.4,16,6,6,19,4,58.51,2.67,3.75,3.09,3.33,2.6,19,10,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.51103841,NA,80.2062666
8860901,88609,1,1,1,1,1,NA,1,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,4,55.95,2.17,3.63,3.82,4.5,3.6,7,9,14,6,18,3,58.16,2.08,3.25,3.82,3.5,2.2,6,7,71.91330155,68.64689441,NA
8860903,88609,3,1,1,1,1,NA,1,1.12,4,13,3,27.52,2.92,3,3.18,3.5,3.4,0,4,6,18,4,55.95,2.17,3.63,3.82,4.5,3.6,7,9,14,6,18,3,58.16,2.08,3.25,3.82,3.5,2.2,6,7,71.91330155,68.64689441,51.9150963
8861101,88611,1,1,1,1,1,NA,1,0.58,4,18,3,30.99,2.58,3,2.64,3.33,2.8,20,4,4,14,1,59.32,3.83,2.63,2.18,2.33,3.6,25,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.08217971,NA,45.30200858
8861103,88611,3,1,1,1,1,NA,1,0.58,6,18,4,27.99,2.5,4,3.64,3.83,3,8,11,4,14,1,59.32,3.83,2.63,2.18,2.33,3.6,25,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.08217971,NA,65.31945366
8865305,88653,5,1,1,1,3,NA,2,0.4,5,16,4,30.52,2.42,3.13,3.55,3.83,3.4,3,13,7,20,4,59.67,2.08,3.63,3.55,4.33,2.6,0,8,4,5,16,4,61.48,1.83,4.5,4.45,3.67,2.4,2,11,79.3851264,84.05593712,61.26926549
8865307,88653,7,2,1,1,3,NA,2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,20,4,59.67,2.08,3.63,3.55,4.33,2.6,0,8,4,5,16,4,61.48,1.83,4.5,4.45,3.67,2.4,2,11,79.3851264,84.05593712,NA
8865605,88656,5,1,1,3,3,NA,9,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8865606,88656,6,2,2,3,3,NA,9,1.12,5,15,4,28.44,2.92,4.75,3.27,3.33,3.4,18,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.73007489
8865905,88659,5,1,1,3,3,NA,2,-1.32,5,16,2,30.79,3.25,3.75,2.91,4.33,1.8,15,11,5,18,2,57.86,3,2.63,2.45,2,3.4,29,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.33791444,NA,54.65659868
8865906,88659,6,2,2,3,3,NA,1,-1.32,5,16,3,30.11,2.83,3,3,4,2.2,31,12,5,18,2,57.86,3,2.63,2.45,2,3.4,29,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.33791444,NA,47.77478511
8866000,88660,0,1,2,2,1,NA,1,-0.93,6,19,2,30.38,2.25,1.75,3.45,2,3,29,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.23576616
8866002,88660,2,1,2,2,1,NA,1,-0.93,5,17,2,28.49,3.75,2.38,2.82,2.67,2.8,31,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.97317369
8866100,88661,0,1,2,2,1,NA,1,0.58,5,16,3,30.34,2.58,2.88,3.55,3,4,3,12,5,16,2,57.39,3.17,2.38,2.36,2,3.4,12,6,NA,5,16,2,55.66,2.92,2.75,2.27,2.33,3.8,16,11,29.30332374,32.07010086,48.85256356
8866102,88661,2,1,2,2,1,NA,1,0.58,5,16,2,28.93,2.58,2.63,3.36,2.5,3.6,5,10,5,16,2,57.39,3.17,2.38,2.36,2,3.4,12,6,NA,5,16,2,55.66,2.92,2.75,2.27,2.33,3.8,16,11,29.30332374,32.07010086,42.28566985
8866200,88662,0,1,2,2,1,NA,1,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8866202,88662,2,1,2,2,1,NA,1,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8866300,88663,0,1,2,2,1,NA,9,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8866302,88663,2,1,2,2,1,NA,9,0.47,5,16,4,28.08,1.67,4.5,4.36,4.5,3.4,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.62469827
8866400,88664,0,1,2,2,1,NA,1,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,4,58.64,2.25,3.13,3.73,3.17,3.8,26,13,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.0511633,NA,NA
8866402,88664,2,1,2,2,1,NA,1,0.87,2,15,2,29.29,2.25,2.5,3.55,4.5,3.4,11,15,5,16,4,58.64,2.25,3.13,3.73,3.17,3.8,26,13,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.0511633,NA,52.49866588
8866500,88665,0,1,2,2,1,NA,1,-0.22,4,15,2,31.02,4.17,2,2.64,2.5,4.2,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.92218086
8866502,88665,2,1,2,2,1,NA,1,-0.22,4,15,4,28.31,2.42,4.25,4.09,4.33,3.8,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.32359872
8866600,88666,0,1,2,2,1,NA,1,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8866602,88666,2,1,2,2,1,NA,1,0.32,5,16,2,28.42,3.25,1.75,3,1.67,4.2,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.70892915
8866800,88668,0,1,2,2,1,NA,1,-1.64,5,17,4,30.96,2.67,4,4.18,4.33,2.8,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.91500321
8866802,88668,2,1,2,2,1,NA,1,-1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8869404,88694,4,1,2,2,3,NA,1,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8869406,88694,6,2,2,2,3,NA,1,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8869704,88697,4,1,2,2,3,NA,1,-1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8869706,88697,6,2,2,2,3,NA,1,-1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8869804,88698,4,1,2,2,3,NA,1,-0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,14,1,61.49,3.42,2.25,1.55,2.5,3.6,35,10,NA,14.39704824,NA
8869806,88698,6,2,2,2,3,NA,1,-0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,14,1,61.49,3.42,2.25,1.55,2.5,3.6,35,10,NA,14.39704824,NA
8869904,88699,4,1,2,2,3,NA,1,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8869906,88699,6,2,2,2,3,NA,1,1.12,5,16,4,28.15,3.17,2.88,3,3.17,3.2,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6877886
8870101,88701,1,1,1,3,1,NA,2,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,18,4,63.83,2.17,4.13,3.55,4.33,2.6,30,12,21,4,16,2,64.18,2.92,3.38,2.82,3.17,2.8,12,9,69.28387701,48.73737508,NA
8870102,88701,2,1,2,3,1,NA,1,0.32,5,16,3,28.58,2.92,2.88,3.64,3.5,3.8,3,13,5,18,4,63.83,2.17,4.13,3.55,4.33,2.6,30,12,21,4,16,2,64.18,2.92,3.38,2.82,3.17,2.8,12,9,69.28387701,48.73737508,50.71304112
8870201,88702,1,1,1,1,1,NA,1,0.47,2,14,3,31.48,2.83,3,2.64,3,3.2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.13441728
8870203,88702,3,1,1,1,1,NA,9,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8870301,88703,1,1,1,3,1,NA,1,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,4,63.32,2.67,3.88,4.18,4.33,3.8,19,9,20,6,19,4,66.48,1.5,4.5,4.27,4.5,3.6,4,9,65.06824744,81.47305603,NA
8870302,88703,2,1,2,3,1,NA,1,0.76,5,16,5,28.46,1.17,5,4.36,5,1.8,15,10,5,16,4,63.32,2.67,3.88,4.18,4.33,3.8,19,9,20,6,19,4,66.48,1.5,4.5,4.27,4.5,3.6,4,9,65.06824744,81.47305603,93.97757353
8870401,88704,1,1,1,1,1,NA,2,0.28,2,15,3,31.05,3.08,3,3.09,3.17,3,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.29238767
8870403,88704,3,1,1,1,1,NA,2,0.28,5,16,5,27.99,2.42,4.25,4,4,3.2,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.07360008
8870501,88705,1,1,1,1,1,NA,2,0.58,2,12,4,30.67,2.92,3.75,3.64,3.5,3.8,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.60286169
8870503,88705,3,1,1,1,1,NA,2,0.58,5,16,4,26.42,3.25,3.63,3.55,4.17,3,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.7434014
8870601,88706,1,1,1,1,1,NA,2,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8870603,88706,3,1,1,1,1,NA,2,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8870901,88709,1,1,1,1,1,NA,2,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8870903,88709,3,1,1,1,1,NA,2,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8875505,88755,5,1,1,1,3,NA,2,0.58,5,16,5,31.12,3,3.88,3.45,3.5,3.4,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,5,18,4,64.97,2.58,3.88,3.45,4,3.6,11,10,NA,62.68092188,60.18844146
8875507,88755,7,2,1,1,3,NA,5,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,5,18,4,64.97,2.58,3.88,3.45,4,3.6,11,10,NA,62.68092188,NA
8875905,88759,5,1,1,1,3,NA,2,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,18,4,62.29,2.33,3.75,4.18,3.33,2.6,3,12,3,7,21,4,NA,2.33,3.75,4,2.83,2.8,3,12,75.56988313,68.57320935,NA
8875907,88759,7,2,1,1,3,NA,2,0.59,5,16,4,27.81,2.08,4.5,4.18,4.67,3,7,9,5,18,4,62.29,2.33,3.75,4.18,3.33,2.6,3,12,3,7,21,4,NA,2.33,3.75,4,2.83,2.8,3,12,75.56988313,68.57320935,77.29802462
8876000,88760,0,1,2,2,1,NA,1,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8876002,88760,2,1,2,2,1,NA,1,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8876100,88761,0,1,2,2,1,NA,1,0.58,5,16,2,30.35,2.5,3.75,3.55,3.67,4.6,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.251758
8876102,88761,2,1,2,2,1,NA,1,0.58,4,14,4,27.94,2.67,3.25,3.55,3.83,3.6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.09592884
8876200,88762,0,1,2,2,1,NA,1,-1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,1,53.92,3.75,2.13,2.27,2.5,4,12,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.01130925,NA,NA
8876202,88762,2,1,2,2,1,NA,1,-1.25,5,16,2,29.89,2.17,2.25,3.55,2.33,4.2,3,15,2,12,1,53.92,3.75,2.13,2.27,2.5,4,12,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.01130925,NA,40.92398597
8879404,88794,4,1,2,2,3,NA,1,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8879406,88794,6,2,2,2,3,NA,1,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8879504,88795,4,1,2,2,3,NA,1,0.51,5,16,4,31.08,1.92,3.75,4.09,3.33,4.2,2,16,6,19,4,61.85,2.25,3.63,4.18,3.83,3,4,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.0761522,NA,63.92274714
8879506,88795,6,2,2,2,3,NA,1,0.51,5,18,5,27.48,1.83,4.75,4.55,4.83,1.6,5,13,6,19,4,61.85,2.25,3.63,4.18,3.83,3,4,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.0761522,NA,94.34272874
8879604,88796,4,1,2,2,3,NA,1,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,4,58.15,3.17,3.38,3.27,4.33,3,14,4,13,4,15,4,60.42,3.42,3.88,3.09,3.5,3.2,25,4,61.11430958,50.46246362,NA
8879606,88796,6,2,2,2,3,NA,1,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,4,58.15,3.17,3.38,3.27,4.33,3,14,4,13,4,15,4,60.42,3.42,3.88,3.09,3.5,3.2,25,4,61.11430958,50.46246362,NA
8879904,88799,4,1,2,2,3,NA,1,-0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8879906,88799,6,2,2,2,3,NA,1,-0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8880101,88801,1,2,1,1,2,NA,2,-1.51,6,18,5,30.74,1.92,4.75,4.45,4.5,2.6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.84500856
8880103,88801,3,2,1,1,2,NA,2,-1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
