ID,FAMID,IDSC,IDSEX,IDAB,IDFAMAB,IDFAMSEX,INELIG,ETHNIC,Z_SES_2,ED_DEG_F3,ED_YRS_F3,POLITIC_F3,AGE_F3,AUTH_TOT_F3,EGALIT_F3,GSS_SOC_F3,GSS_ECON_F3,RETRIB_F3,RELIG_F3,ICAR_F3,ED_DEG_M,ED_YRS_M,POLITIC_M,AGE_M_F3,AUTH_TOT_M,EGALIT_M,GSS_SOC_M,GSS_ECON_M,RETRIB_M,RELIG_M_F3,ICAR_M,RELIG_D_IN,ED_DEG_D,ED_YRS_D,POLITIC_D,AGE_D_F3,AUTH_TOT_D,EGALIT_D,GSS_SOC_D,GSS_ECON_D,RETRIB_D,RELIG_D_F3,ICAR_D,Composite_M,Composite_D,Composite
8460602,84606,2,1,2,3,1,NA,1,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8460701,84607,1,1,1,3,1,NA,1,-3,5,16,3,34.32,2.58,3.13,3.82,3.83,3.6,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.21190384
8460702,84607,2,1,2,3,1,NA,1,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8460900,84609,0,1,2,3,1,NA,1,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,4,62.91,2.5,3.75,3.09,3.5,2.2,22,12,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.88963143,NA,NA
8460903,84609,3,1,1,3,1,NA,2,1.08,6,18,5,31.84,2.58,4.5,4,4.33,2,4,7,6,18,4,62.91,2.5,3.75,3.09,3.5,2.2,22,12,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.88963143,NA,81.70672644
8465105,84651,5,1,1,3,3,NA,4,0.32,5,16,2,34.39,3.58,3.5,2.82,4,3.2,24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,4,63.55,2.33,3.63,3.64,3.67,2.4,2,15,NA,72.50635282,38.63136288
8465106,84651,6,2,2,3,3,NA,1,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,4,63.55,2.33,3.63,3.64,3.67,2.4,2,15,NA,72.50635282,NA
8465305,84653,5,1,1,1,3,NA,2,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,5,69.32,2.58,4.25,3.36,3.83,3,32,6,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.56881363,NA,NA
8465307,84653,7,2,1,1,3,NA,2,0.62,4,15,3,33.11,3.17,3.88,3.09,3.33,4.2,18,2,5,16,5,69.32,2.58,4.25,3.36,3.83,3,32,6,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.56881363,NA,41.71710659
8465505,84655,5,1,1,1,3,NA,1,0.83,5,16,4,33.58,NA,NA,NA,NA,NA,NA,NA,5,17,4,61.72,2.42,4.13,3.73,3.83,3.2,19,7,21,6,19,4,65.12,2.67,3.63,3.82,4,3,16,7,66.6444837,64.18390256,NA
8465507,84655,7,2,1,1,3,NA,1,0.83,4,16,2,31.69,3.67,3.13,2.64,2.83,3.6,23,6,5,17,4,61.72,2.42,4.13,3.73,3.83,3.2,19,7,21,6,19,4,65.12,2.67,3.63,3.82,4,3,16,7,66.6444837,64.18390256,28.39326253
8465605,84656,5,1,1,1,3,NA,2,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,19,4,68.7,2.33,3.75,3.82,3.83,3,10,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.66565136,NA,NA
8465607,84656,7,2,1,1,3,NA,2,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,19,4,68.7,2.33,3.75,3.82,3.83,3,10,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.66565136,NA,NA
8465805,84658,5,1,1,1,3,NA,2,0.76,NA,NA,NA,NA,2.67,2.63,3.18,3,4.4,19,9,6,18,2,65.46,3.58,2.38,2,3.17,3.2,33,10,28,6,19,2,66.44,3.08,3.38,3.09,3,3.6,34,6,23.55066559,35.72269092,NA
8465807,84658,7,2,1,1,3,NA,2,0.76,4,14,3,32.21,3.08,1.75,2.91,4,3.4,6,7,6,18,2,65.46,3.58,2.38,2,3.17,3.2,33,10,28,6,19,2,66.44,3.08,3.38,3.09,3,3.6,34,6,23.55066559,35.72269092,43.7845264
8466000,84660,0,1,2,2,1,NA,1,-0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8466002,84660,2,1,2,2,1,NA,1,-0.98,5,17,3,32.94,1.75,2.88,4.45,3.5,2.4,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.64578614
8466100,84661,0,1,2,2,1,NA,1,-1.08,4,15,2,34.92,3.25,3,2.55,2.17,3,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.70079399
8466102,84661,2,1,2,2,1,NA,1,-1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8466500,84665,0,1,2,2,1,NA,1,1.3,6,17,2,34.43,2.5,2.63,3.55,2.67,3.6,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.44976414
8466502,84665,2,1,2,2,1,NA,1,1.3,5,16,2,34.08,2.67,2.88,3.82,3.67,3.8,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.80696383
8466700,84667,0,1,2,2,1,NA,1,0.92,5,16,4,33.46,3,3.88,3.91,4.5,2.6,16,8,7,19,4,63.82,2.33,4.63,3.45,4.5,2.8,19,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.46036621,NA,65.41118939
8466702,84667,2,1,2,2,1,NA,1,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,19,4,63.82,2.33,4.63,3.45,4.5,2.8,19,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.46036621,NA,NA
8466900,84669,0,1,2,2,1,NA,1,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,19,2,61.78,2.58,2.25,3.55,3.17,3.8,10,16,7,6,18,2,61.98,NA,NA,NA,NA,NA,NA,NA,43.75177537,NA,NA
8466902,84669,2,1,2,2,1,NA,1,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,19,2,61.78,2.58,2.25,3.55,3.17,3.8,10,16,7,6,18,2,61.98,NA,NA,NA,NA,NA,NA,NA,43.75177537,NA,NA
8467600,84676,0,1,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,5,18,2,78.37,3.08,3.38,2.36,3.83,3.6,17,5,NA,42.0555985,NA
8467602,84676,2,1,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,5,18,2,78.37,3.08,3.38,2.36,3.83,3.6,17,5,NA,42.0555985,NA
8467800,84678,0,1,2,2,1,NA,1,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,16,5,67.35,2.58,4.5,3.91,4.67,3.2,7,13,NA,78.0502773,NA
8467802,84678,2,1,2,2,1,NA,1,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,16,5,67.35,2.58,4.5,3.91,4.67,3.2,7,13,NA,78.0502773,NA
8467900,84679,0,1,2,2,1,NA,1,-0.22,4,14,2,34.09,3.33,3,3.36,3.17,3.2,8,3,3,14,2,58.84,3.58,2.88,3.27,2.67,3.8,22,1,16,6,18,2,61.9,2.33,2.88,2.82,2.67,4.6,7,10,31.57458739,39.51417692,43.52273918
8467902,84679,2,1,2,2,1,NA,1,-0.22,3,13,4,31.24,2.83,3.63,3,3.33,4.8,11,12,3,14,2,58.84,3.58,2.88,3.27,2.67,3.8,22,1,16,6,18,2,61.9,2.33,2.88,2.82,2.67,4.6,7,10,31.57458739,39.51417692,45.09343778
8470101,84701,1,1,1,1,1,NA,5,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,6,18,2,69.68,2.33,3.25,3.36,3,3.4,17,9,NA,48.52523496,NA
8470103,84701,3,1,1,1,1,NA,1,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,6,18,2,69.68,2.33,3.25,3.36,3,3.4,17,9,NA,48.52523496,NA
8470301,84703,1,1,1,3,1,NA,1,NA,5,17,4,34.67,1.75,4.25,4.09,4.67,3.4,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.66902659
8470302,84703,2,1,2,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8470401,84704,1,1,1,3,1,NA,1,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,6,18,4,65.29,2.5,3.25,4.36,4.33,3.4,7,1,NA,68.53793159,NA
8470402,84704,2,1,2,3,1,NA,1,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,6,18,4,65.29,2.5,3.25,4.36,4.33,3.4,7,1,NA,68.53793159,NA
8470601,84706,1,1,1,3,1,NA,2,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8470602,84706,2,1,2,3,1,NA,1,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8470801,84708,1,1,1,3,1,NA,2,-0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,5,68.53,1.83,4.88,4,4.33,4,9,6,8,2,15,4,71.88,3,4.13,2.64,4,3.8,5,9,81.01401435,58.38894398,NA
8470802,84708,2,1,2,3,1,NA,1,-0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,5,68.53,1.83,4.88,4,4.33,4,9,6,8,2,15,4,71.88,3,4.13,2.64,4,3.8,5,9,81.01401435,58.38894398,NA
8475205,84752,5,1,1,1,3,NA,2,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8475207,84752,7,2,1,1,3,NA,2,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8475405,84754,5,1,1,1,3,NA,1,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8475407,84754,7,2,1,1,3,NA,9,0.94,5,16,5,32.63,2.17,4.5,4,4.83,3,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.70549272
8475505,84755,5,1,1,1,3,NA,1,-0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8475507,84755,7,2,1,1,3,NA,1,-0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8475705,84757,5,1,1,1,3,NA,2,-1.15,4,14,2,33.34,3,2.88,3,3,3,14,2,4,14,2,66.84,3,4.5,3.09,4,3.8,24,15,29,3,12,5,72.88,3.75,2.75,2.55,2.83,4.8,27,1,49.24413316,30.66516585,40.768962
8475707,84757,7,2,1,1,3,NA,2,-1.15,6,18,5,32.36,2.33,4.25,4.36,4.17,3.2,3,6,4,14,2,66.84,3,4.5,3.09,4,3.8,24,15,29,3,12,5,72.88,3.75,2.75,2.55,2.83,4.8,27,1,49.24413316,30.66516585,77.43411306
8475805,84758,5,1,1,1,3,NA,2,-0.33,5,16,2,34,3.58,2,2.27,2.5,4.4,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.79453295
8475807,84758,7,2,1,1,3,NA,2,-0.33,2,12,3,30.76,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8475905,84759,5,1,1,1,3,NA,2,-0.39,5,16,4,33.76,3,3.88,3.36,4.33,3.2,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.8705513
8475907,84759,7,2,1,1,3,NA,2,-0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8476100,84761,0,1,2,2,1,NA,1,-1.58,2,14,3,33.58,3,2.5,2.73,3.17,3.8,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.2868937
8476102,84761,2,1,2,2,1,NA,1,-1.58,5,16,2,32.84,2.08,2.5,3,1.67,4,23,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.55825624
8476400,84764,0,1,2,2,1,NA,1,-1.9,5,18,2,34.28,3.75,2.5,2.55,3.17,4.4,14,8,2,12,2,61.01,4,2.88,2.18,2.67,3.2,22,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.43953412,NA,25.48263401
8476402,84764,2,1,2,2,1,NA,1,-1.9,5,16,NA,32.38,3.42,2.86,3.18,2.5,4,24,13,2,12,2,61.01,4,2.88,2.18,2.67,3.2,22,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.43953412,NA,NA
8476600,84766,0,1,2,2,1,NA,1,0.92,4,15,2,34.52,2.58,2,3.36,3.33,3.4,12,11,2,12,2,58.35,3.83,3,2.18,3,4,29,10,5,6,19,4,57.35,2.58,3.5,3.27,3.17,3.8,6,15,21.85826821,56.93487384,41.55133617
8476602,84766,2,1,2,2,1,NA,1,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,2,58.35,3.83,3,2.18,3,4,29,10,5,6,19,4,57.35,2.58,3.5,3.27,3.17,3.8,6,15,21.85826821,56.93487384,NA
8476700,84767,0,1,2,2,1,NA,1,-1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8476702,84767,2,1,2,2,1,NA,1,-1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8476800,84768,0,1,2,2,1,NA,1,0.03,5,17,1,33.65,3.5,2.13,2.36,1,3.6,31,13,4,15,2,58.59,3.17,2.38,2.09,2.83,3.2,34,13,NA,3,17,1,58.01,3.42,1.5,1.55,1,4.2,34,10,24.48151044,1,8.440359832
8476802,84768,2,1,2,2,1,NA,1,0.03,5,16,1,31.7,3.25,2.5,1.91,2.83,3.6,28,11,4,15,2,58.59,3.17,2.38,2.09,2.83,3.2,34,13,NA,3,17,1,58.01,3.42,1.5,1.55,1,4.2,34,10,24.48151044,1,18.46710795
8477800,84778,0,1,2,2,1,NA,1,1.08,6,20,3,33.89,2.83,3,3.36,3.67,3,15,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.42975033
8477802,84778,2,1,2,2,1,NA,1,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8479704,84797,4,1,2,2,3,NA,1,1.12,5,16,4,33.89,2.67,3.63,3.91,3.67,2.6,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,7,20,2,64.95,3.08,2.63,2.73,2.17,3.4,30,12,NA,29.08848616,66.41294428
8479706,84797,6,2,2,2,3,NA,1,1.12,5,16,4,32.26,2.5,3.5,3.18,3.5,3.2,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,7,20,2,64.95,3.08,2.63,2.73,2.17,3.4,30,12,NA,29.08848616,57.11548386
8479804,84798,4,1,2,2,3,NA,1,-0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,16,3,61.33,3.17,3.38,3,3.33,3.6,26,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.95971098,NA,NA
8479806,84798,6,2,2,2,3,NA,1,-0.33,4,17,3,30.75,2,3.25,3.55,4.17,3.4,6,8,4,16,3,61.33,3.17,3.38,3,3.33,3.6,26,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.95971098,NA,61.18983851
8479904,84799,4,1,2,2,3,NA,1,0.54,5,16,2,34.01,3.17,2.25,3.09,3,3.2,11,10,3,13,3,65.15,3.5,3.25,2.36,3.67,3.8,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.62045085,NA,37.62277415
8479906,84799,6,2,2,2,3,NA,1,0.54,5,16,4,32.29,2.75,3.75,3.73,4.17,3.8,11,11,3,13,3,65.15,3.5,3.25,2.36,3.67,3.8,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.62045085,NA,59.38733181
8480201,84802,1,2,1,1,2,NA,2,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8480203,84802,3,2,1,1,2,NA,2,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8480301,84803,1,2,1,1,2,NA,2,1.37,2,12,4,34.15,2.67,3.5,3.64,3.33,3.2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.75373991
8480303,84803,3,2,1,1,2,NA,2,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8480401,84804,1,2,1,1,2,NA,2,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8480403,84804,3,2,1,1,2,NA,2,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8480701,84807,1,2,1,3,2,NA,2,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8480702,84807,2,2,2,3,2,NA,1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8481001,84810,1,2,1,3,2,NA,2,-0.06,7,20,3,33.9,2.83,3.63,3.64,3.33,3.2,17,14,6,18,4,60.19,2.33,3.88,3.45,4,2.6,20,11,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.64629975,NA,51.43498754
8481002,84810,2,2,2,3,2,NA,1,-0.06,6,18,5,31.94,1.92,4.88,4.18,4.5,2.2,10,12,6,18,4,60.19,2.33,3.88,3.45,4,2.6,20,11,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.64629975,NA,85.62023038
8481101,84811,1,2,1,1,2,NA,2,1.02,7,19,3,34.16,2.83,3.88,3.45,3.67,3,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5973852
8481103,84811,3,2,1,1,2,NA,2,1.02,6,18,5,31.23,1.92,4.88,4.18,5,3.2,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.17915498
8481201,84812,1,2,1,3,2,NA,2,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8481202,84812,2,2,2,3,2,NA,9,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8481301,84813,1,2,1,1,2,NA,2,-1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8481303,84813,3,2,1,1,2,NA,2,-1.96,4,14,5,30.65,2.5,3.75,3.36,3.5,3.4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.38971838
8481401,84814,1,2,1,1,2,NA,1,0.86,6,18,2,33.63,3.08,2.13,2.27,1.5,3.6,29,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.86510498
8481403,84814,3,2,1,1,2,NA,1,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8481501,84815,1,2,1,3,2,NA,1,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14,4,67.17,3.42,2.88,2.55,3.17,3.6,28,10,28,5,16,4,67.58,3.67,3.13,2.09,3.17,3.2,21,8,36.81940516,40.18192943,NA
8481502,84815,2,2,2,3,2,NA,1,0.32,5,16,2,32.45,4,2.63,2.36,3.17,3.8,27,4,4,14,4,67.17,3.42,2.88,2.55,3.17,3.6,28,10,28,5,16,4,67.58,3.67,3.13,2.09,3.17,3.2,21,8,36.81940516,40.18192943,21.54617547
8481600,84816,0,2,2,3,2,NA,1,1.37,5,16,NA,34.46,3.25,3.88,2.82,3.5,4,19,10,6,18,4,73.38,2.08,4.25,4.09,4.5,1.8,4,15,23,6,19,5,72.94,1.83,4,4.09,3.83,3.4,10,8,90.38049358,75.22326205,NA
8481603,84816,3,2,1,3,2,NA,2,1.37,6,18,4,32.75,2.67,4,3.09,3.5,2.4,10,1,6,18,4,73.38,2.08,4.25,4.09,4.5,1.8,4,15,23,6,19,5,72.94,1.83,4,4.09,3.83,3.4,10,8,90.38049358,75.22326205,62.06219117
8481701,84817,1,2,1,1,2,NA,2,-1.46,2,12,3,35,3.58,3.38,3.36,3.83,3.8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.36789974
8481703,84817,3,2,1,1,2,NA,2,-1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8481801,84818,1,2,1,1,2,NA,2,1.12,6,18,5,33.44,2.33,3.75,4.09,4.33,3,2,9,4,14,3,73.79,2.75,4,3.73,4.17,3.8,28,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.6055926,NA,75.84973074
8481803,84818,3,2,1,1,2,NA,2,1.12,5,5,5,30.85,3,3.25,3.27,4,2.8,8,3,4,14,3,73.79,2.75,4,3.73,4.17,3.8,28,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.6055926,NA,62.20563631
